1628,1050
1628,2034
1628,467
1628,10538
1628,116071
1628,55509
1724717,8878
1724717,5705
171500,55110
18020,6612
192129,5289
192129,8678
433766,7323
2838,7529
51305,7529
51305,1315
4752,64802
835281,3312
7851,858
7851,857
50964,4040
50964,4041
18198,285489
238055,335
84281,4654
84281,4795
84281,51567
84281,9649
366310,7514
366310,51808
366310,22916
10495,10383
415117,6839
415117,23028
154075,23028
4332,54904
64147,55170
171482,3276
171482,23028
115948,6839
115948,23028
203076,6839
203076,55170
203076,23028
55668,6839
136371,6150
136371,3303
136371,5685
150572,79084
150572,10813
150572,23548
150572,83759
150572,55753
150572,57644
150572,114823
150572,440093
150572,29070
150572,341032
150572,56673
150572,63877
150572,159
66222,5657
66222,1508
66222,1991
126626,23429
126626,23429
83765,4692
83765,4692
19346,397
56715,397
83814,7322
34881,4851
34881,9794
379992,4137
60352,4137
21667,23423
21667,3309
246709,2767
246709,2771
5205,161291
5205,55754
100128731,201595
100128731,3703
100128731,6184
100128731,10952
4499,5971
8742,7186
8742,329
8742,55611
201456,7318
201456,5243
854038,6449
63958,55284
63958,7323
12953,6500
12953,406
12953,5187
12953,26224
12953,6500
12953,26224
176507,7323
5653,6622
57823,28951
57823,57823
27181,7031
196264,10205
201633,5817
201633,81607
201633,25945
201633,5819
81607,201633
81607,5819
81607,5818
83417,7032
83417,7031
90952,90952
100131439,7031
11126,8764
79908,7031
79827,79827
36040,9927
36040,55669
12417,84365
12443,5925
12443,3009
2999,6741
1724713,1025
89817,5159
533,11213
533,7532
533,355
27165,9380
6512,147923
855911,3183
281427,1459
281427,1460
281427,1457
281427,1457
525716,11329
852322,2247
2878,2878
25400,2997
100358702,2997
100009438,2997
854987,60489
30946,6908
850577,23130
852104,90624
5171,1579
5171,8529
5171,1579
5171,8529
11629,3936
11629,5358
66156,7321
66156,11065
100009050,64714
18747,3927
19091,3927
20630,6628
20630,11193
539235,4609
282419,4609
83571,1018
13555,9792
56444,60
80004,9253
79087,23521
79087,10549
9536,9536
496,669
496,192669
10319,91746
10319,90338
10319,57161
10319,25913
10319,7376
10319,5641
10319,12
10319,7018
10319,29015
10319,11224
9308,1977
193034,9727
56274,55233
64424,54700
235344,3667
11167,10513
84752,4188
65999,9319
8862,4188
130940,6303
1412,9319
55209,23641
55224,4188
744,9319
5152,22954
130540,6820
362,7472
362,2745
362,4188
132158,65975
132158,7342
132158,9319
157773,4188
117177,5866
72042,240
3811,6198
4961464,3665
4961464,3661
4961464,2033
4961464,1387
4961442,3305
4961486,3192
4961486,537
4961486,5250
4961486,203547
4961486,6278
4961486,51806
4961486,4691
4961486,112714
4961486,7278
4961486,84790
4961486,7846
4961486,10159
4961486,221496
4961486,192111
2703395,9349
2703395,6222
2703395,4744
2703395,84790
2703395,7846
2703395,51065
2703395,6232
2703395,8359
2703395,203068
2703395,72
2703395,59
2703395,6139
414157,4188
414157,4188
8382,84332
90060,4188
90060,645455
286075,4188
5013,4188
645455,645455
79843,4188
79843,4591
79843,4188
358,54507
358,4188
358,4188
100009298,140831
100009298,53349
100009298,84240
100009298,253461
100009298,65125
100009298,124997
100009298,51542
100009298,29855
100009298,60385
100009298,7249
100009298,26133
100009298,287015
100009298,121256
100009298,92293
100009298,54843
100009298,161742
100009298,90853
100009298,9825
100009298,57709
100009298,153769
100009298,63898
100009298,9814
100009298,26278
100009298,23076
100009298,23322
100009298,23504
100009298,64062
100009298,338661
100009298,9088
100009298,57661
100009298,63935
100009298,27328
100009298,5001
100009298,4642
100009298,10199
100009298,4288
100009298,4176
100009298,4131
100009298,284352
100009298,114783
100009298,57662
100009298,57221
100009298,9858
100009298,9665
100009298,54207
100009298,10765
100009298,3710
100009298,54768
100009298,389207
100009298,2835
100009298,55105
100009298,23307
100009298,10160
100009298,80034
100009298,81566
100009298,8178
100009298,114794
100009298,392617
100009298,9666
100009298,116729
100009298,1741
100009298,1740
100009298,80243
100009298,64794
100009298,64478
100009298,84303
100009298,54927
100009298,55125
100009298,1062
100009298,10421
100009298,129285
100009298,83987
100009298,57082
100009298,55259
100009298,145376
100009298,220004
100009298,221908
100009298,163882
79091,79091
79091,22944
79091,10382
79091,10381
79091,347733
79091,7280
79091,7536
79091,10128
79091,22944
79091,3312
79091,3309
79091,3305
79091,391634
79091,3326
79091,3320
79091,9329
79091,221937
79091,11340
79091,23404
79091,51013
196541,196541
196541,7316
196541,7314
196541,10844
196541,7280
196541,151194
196541,8379
196541,23028
196541,3312
196541,3309
196541,3305
196541,9329
196541,1778
196541,7203
196541,55704
196541,10498
79609,79609
79609,79058
79609,7415
79609,7415
79609,7415
79609,80700
79609,7316
79609,7314
79609,10381
79609,7280
79609,4144
79609,8270
79609,3313
79609,3074
79609,79058
79609,226
151194,151194
151194,3312
151194,3309
151194,3303
151194,83988
151194,79609
151194,10808
151194,23640
151194,3313
151194,3312
151194,3311
151194,3309
151194,22824
151194,3308
151194,3306
151194,3305
151194,1778
151194,55704
254013,254013
254013,9898
254013,10382
254013,7280
254013,3329
254013,3312
254013,3309
254013,10694
254013,908
254013,7203
26549,10910
26549,5536
66917,3326
66917,3326
66917,3326
66917,10910
66917,5536
67955,5347
495317,51176
26748,64395
26748,64395
29533,5824
431855,9146
80352,7316
80352,7157
5673,7075
117189,3675
117189,3106
117189,5906
117189,25932
117189,4907
117189,857
117189,10130
117189,3688
117189,5621
117189,3848
117189,5034
117189,3956
117189,302
117189,2335
27071,80270
27071,9873
27071,9349
27071,3303
1565,5447
1548,5447
121340,7316
15507,3630
15507,1431
121268,10907
121268,22030
121268,66352
121268,72993
121268,7186
105787,7205
105787,29982
260305,3853
260305,3861
260305,3858
260305,3852
260305,3849
260305,3857
260305,196374
260305,3848
216274,3853
216274,388697
216274,3861
216274,3868
216274,3858
216274,3852
216274,3854
216274,3857
216274,3848
216274,117159
53885,3853
53885,3861
53885,3868
53885,3858
53885,3852
53885,3857
53885,3848
53885,117159
53885,3884
53885,3872
320299,3853
320299,3861
320299,3868
320299,3858
320299,3852
320299,3854
320299,3857
320299,3860
320299,286887
320299,3848
320299,117159
320299,3872
320299,1832
16348,3853
16348,388697
16348,3861
16348,3868
16348,3858
16348,3852
16348,3854
16348,3857
16348,117159
16348,3872
16348,1832
16348,3848
66313,5728
66313,5495
66313,1994
66313,1857
66313,1856
66313,22881
175532,7316
175532,5829
92840,6642
92840,6224
80712,10131
80712,55770
203054,29984
203054,3310
51809,5597
152273,6839
129807,4188
129807,4188
129807,84528
84626,5347
255738,23621
255738,23621
64383,51343
64383,991
64383,6790
64383,8697
64383,8881
64383,29945
64383,996
64383,64682
64383,6790
64383,8697
64383,8881
64383,29945
64383,996
64383,64682
176548,7316
190775,8453
177335,8453
192254,51134
192254,9925
192254,9873
192254,613
192254,11244
192254,5589
192254,9859
192254,10129
140722,6477
140722,5414
140722,6857
140722,50861
140722,9379
140722,4690
140722,4430
140722,3897
140722,1969
140722,8573
140722,10152
80243,2475
218503,1759
218503,2060
218503,6453
218503,58513
218503,81
218503,388698
218503,1213
218503,4627
218503,2060
218503,50618
218503,6453
218503,1601
218503,7020
4293,3320
63951,6777
63951,5001
57093,641
166614,1831
287931,10116
175217,10116
175217,818
27314,212733
212733,1778
212733,1639
212733,1780
75665,1778
75665,1639
75665,1780
75665,10749
3004,4869
3004,10376
3004,7430
3004,142
3004,1676
13132,2060
13132,2060
13132,6453
90523,4000
80206,8878
4253,2885
3263,8626
3778,72
3778,59
3778,859
3778,858
3778,857
4485,4485
4485,1616
4485,8349
24180,408
24180,2776
119710,6601
119710,6554
343521,5501
29126,941
29126,5133
29126,5781
18701,54872
137735,22885
137735,84448
137735,58
81633,57626
84027,57626
11251,81573
146845,675
146845,6950
146845,10575
146845,3308
60563,7421
18126,5743
9132,10273
9132,10963
9132,3312
9132,3301
9132,7184
9132,3320
11819,9612
13865,9612
396486,5500
852568,2531
241,1192
241,241
241,240
4056,240
4056,4056
4056,241
4056,240
11865,3091
1610,5565
1610,2033
2692,2691
24627,2534
24627,6714
24627,4067
19373,11065
19373,7324
19373,7322
19373,7321
19373,997
19373,7328
19373,7316
19373,7316
56338,7295
12189,7323
67923,8835
67923,8065
252859,409
252859,408
25570,409
25570,408
11262,55942
74318,80314
398213,83439
17240,83439
53560,5594
120224,7327
22224,10146
22224,26986
21389,7316
2055,9218
2055,10430
2055,80194
2055,85013
2055,84314
2055,28978
2055,8834
2055,221302
2055,286451
2055,5355
2055,7316
2055,5354
2055,9789
2055,58515
2055,2824
2055,5798
2055,51018
2055,80777
2055,10382
2055,57447
2055,4580
2055,928
2055,10550
2055,57142
2055,10130
2055,665
2055,664
2055,11345
2055,9482
2055,11161
2055,9218
2815,10513
15394,26009
15394,79090
15394,64093
15394,9363
15394,5308
15394,5213
15394,10015
15394,4188
15394,3987
15394,3846
15394,3887
15394,22807
15394,80270
15394,2896
15394,2815
15394,81926
15394,27120
15394,26580
15394,10554
15394,79934
15394,27033
15394,7704
15394,7205
15394,373
15394,7186
15394,7185
15394,10253
15394,10252
15394,8601
15394,26575
15394,11030
15394,10616
15394,4512
15394,57088
15394,5359
15394,9260
15394,5125
15394,8473
15394,3164
15394,10443
15394,146664
15394,9404
15394,222484
15394,29124
15394,83755
15394,85293
15394,83897
15394,388818
15394,86614
15394,3232
15394,3198
15394,9721
15394,9457
15394,158297
15394,30008
15394,84766
15394,80125
15394,84970
15394,84726
15394,54507
29124,3198
146664,3198
158297,3198
3846,3198
54507,2192
54507,3198
125,11213
125,5371
125,12
125,10399
125,9659
11514,5515
228829,7157
392509,7329
139562,85363
139562,80128
139562,56658
139562,23624
139562,10616
139562,6045
84876,7316
217069,23586
12017,1839
397857,10971
27022,5460
64384,4704
80705,7431
80705,2316
80705,5339
80705,4637
80705,7278
80705,203068
80705,23363
80705,71
80705,4627
80705,7431
79001,27230
79001,10682
79001,154807
79001,79001
79001,51115
79001,1312
79001,5097
79001,9071
79001,151903
79001,975
79001,6576
79001,345
79001,83862
79001,89822
79001,2266
79001,51296
79001,1525
79001,1318
79001,100506144
79001,4501
79001,341
79001,334
79001,11277
79001,51734
79001,23471
79001,55862
79001,677800
79001,196410
79001,154467
79001,729515
79001,219654
79001,254863
79001,6307
79001,5283
79001,5110
79001,29058
79001,27068
79001,84522
79001,51643
79001,197
79001,10013
79001,10410
79001,51478
79001,336
79001,120224
79001,51024
79001,335
79001,2512
79001,55365
79001,10897
79001,346
79001,928
79001,716
79001,6303
79001,10159
79001,2705
79001,10544
79001,10134
79001,5479
79001,8818
79001,64795
79001,1266
79001,7905
79001,10550
79001,433
79001,3250
79001,57817
79001,2267
79001,171546
79001,432
79001,9455
79001,6836
79001,5265
79001,80194
79001,6778
79001,3240
79001,6288
79001,10130
79001,518
79001,7018
79001,9217
79001,5355
79001,79001
79001,27230
79001,10682
79001,967
9486,3297
8092,10011
445815,10342
64093,3198
55074,55737
6170,3181
100128588,22826
9696,220441
9696,3068
728970,51377
728970,9352
728970,11047
25864,5910
25864,5049
25864,64785
93587,6455
93587,10055
93587,5566
93587,5529
93587,10094
93587,80755
2539610,11033
2539610,94274
13627,6002
59035,23637
97112,79574
27364,27185
281420,3326
66212,433
4544,2770
9248,408
9248,2770
9248,4544
9248,4543
9248,9248
9248,9248
25023,310
25023,921
24680,310
24680,921
56006,23049
56006,55181
12053,1029
21341,9014
21341,9015
21341,6908
21340,9013
21340,9015
21340,6908
21339,9013
21339,9014
21339,6908
107823,126961
12367,10116
14155,10116
14102,10116
14102,10116
14102,8772
56332,9223
14924,154810
407610,5683
407610,5688
851145,6622
851086,6622
851042,6622
854170,6622
83454,11097
53319,11097
432442,5573
21847,7316
2540977,351
54760,3481
851789,59338
445329,54986
80323,6227
80323,3921
91893,27288
79961,84665
112849,57590
80315,9690
80315,3340
84747,10422
1757,7334
5379,10799
5379,5395
5379,5379
26595,7572
8790,57486
149041,23264
84084,212733
79054,124245
79054,200081
79054,9100
79054,283489
84842,26092
84842,2052
84842,4204
84842,51203
84842,7263
84842,55183
84842,27429
84842,124801
84842,6949
84842,51204
84842,80775
84842,8803
84842,3925
84842,4074
283459,6301
283459,87178
641371,26275
641371,1525
402643,7171
8635,8801
10232,23099
10232,10573
10232,4711
10232,5898
10232,523
10232,65008
10232,55178
10232,4715
10232,54948
2530,6155
2530,10478
9374,740
9374,6829
9374,5091
9374,6231
9374,6122
9374,55699
9374,54938
9374,6132
9374,6144
9374,6150
9374,6748
9374,6709
9374,6189
9374,6217
29907,51028
4358,10232
4358,29957
4358,51258
4358,51021
4358,4726
4358,4711
4358,7388
4358,65080
4358,63931
4358,7386
4358,9296
4358,4712
4358,4728
4358,55037
4358,23256
4358,9052
4358,6209
4358,374291
4358,64978
4358,4705
4358,51382
4358,55967
4358,28998
4358,29093
4358,4710
4358,64976
4358,81855
4358,5898
4358,51706
4358,7417
4358,22827
4358,4713
4358,387
4358,63875
4358,4715
4358,64983
4358,65003
4358,6150
100128525,9877
84936,2810
91603,23759
91603,3550
91603,9716
91603,22938
91603,10992
91603,5093
91603,8563
91603,118924
91603,23759
91603,3550
91603,9716
91603,22938
91603,10594
91603,3609
91603,10992
80775,55720
4125,10802
4125,51631
4125,10533
55790,10228
79602,26060
4045,257194
4045,4045
4045,50863
4514,5879
257194,4045
257194,257194
257194,50863
5019,9948
5019,7064
5019,10944
5019,5931
5019,5781
5019,5763
5019,4830
5019,136319
5019,3417
5019,3329
5019,60314
5019,159
5019,6448
5019,2017
5019,80775
5019,26520
5019,9217
5019,387521
5019,100128525
5019,7386
5019,55752
5019,57466
5019,8802
5019,54949
5019,5329
5019,8803
5019,26092
5019,6949
5019,203547
5019,26043
5019,6840
5019,252839
126074,7517
126074,5892
126074,5889
126074,5890
126074,5888
126074,125150
1562,6383
1558,10857
1558,3437
1558,54536
1558,9361
1558,3337
1558,348
1558,642
285464,2099
285464,5058
285464,5058
65989,351
60343,133015
60343,351
161003,351
440248,351
51365,351
163778,351
5173,351
2123,55905
2123,6097
2123,351
92346,351
1470,351
284440,351
23566,351
54581,351
9976,351
255119,351
286006,351
54463,351
400120,351
7809,351
255762,351
79692,351
27163,351
90871,351
3445,351
51374,351
4680,1048
4680,1087
4680,634
4680,4680
4680,9607
4680,1088
4680,351
11326,351
64417,351
3442,351
57110,351
132228,351
146852,351
9356,10513
9356,351
79777,351
221786,351
10562,351
84735,351
474344,351
124404,351
375307,351
883,351
3248,351
55332,351
51195,351
386675,351
202459,351
346606,351
80017,351
207063,9245
207063,351
10866,351
91775,351
10368,351
54981,351
339416,351
57404,351
3449,351
55026,351
404203,351
29083,351
5740,351
9547,5966
9547,351
54575,351
152195,351
161514,351
2835,351
284680,351
165631,351
57687,351
51545,351
50863,50863
50863,257194
50863,4045
50863,351
7627,351
255394,351
3080,351
554223,351
84190,351
284076,351
59353,351
93408,351
93627,351
10201,81554
10201,10534
10201,351
122704,6222
122704,55720
122704,80775
122704,128308
122704,351
10736,351
54097,351
79828,351
420,351
7092,351
79411,351
55812,351
10586,351
10809,55170
10809,351
284366,351
90768,351
80256,351
493753,351
84286,351
9764,351
64760,351
56269,351
161247,351
10402,351
158038,351
84868,3932
84868,351
11317,351
4321,351
2797,351
622,351
84693,351
200523,351
338094,351
54995,351
140902,351
84812,351
83888,351
49861,351
140732,351
728194,351
881,351
343035,351
8999,351
220136,351
127,11224
127,351
168090,351
83719,351
79805,351
149563,351
9127,351
55815,7332
55815,351
55876,5037
55876,3485
55876,5265
55876,5004
55876,3096
55876,351
150383,351
91133,351
23630,351
121599,351
375341,351
3467,351
53343,351
7434,351
10,351
9576,351
80094,351
133690,351
161931,351
5967,64326
5967,351
64168,351
127540,351
136895,351
124599,351
80207,351
23057,351
84542,351
56097,351
56521,3305
56521,351
147685,351
84947,351
56141,351
10578,351
90203,351
79140,351
1671,351
84892,351
2543,351
257203,351
84254,351
112609,351
285600,351
64577,351
172,351
79712,351
51314,351
50945,351
9514,351
157556,351
405754,351
5729,81573
5729,81573
5729,81573
5729,351
83873,351
148523,351
3574,351
10880,351
283229,351
55036,351
4477,351
79637,84281
79637,351
127428,351
10242,351
339184,351
10352,351
146722,351
138065,351
57456,351
84077,351
27296,351
347918,351
170062,351
10237,351
389119,351
285203,351
145645,351
192286,351
27201,351
286343,351
440452,351
10261,351
3045,351
403312,351
219983,351
200424,351
4336,351
55852,351
140699,351
8807,351
219833,351
284802,351
2940,351
56986,351
341032,351
151647,351
54494,51704
54494,27120
54494,351
80896,351
155038,351
4707,351
8214,351
142937,351
26659,351
23743,351
11257,351
158584,351
10842,351
285313,351
55801,351
79858,351
64073,351
203328,351
26025,351
10344,351
11309,351
79639,351
84832,351
79640,351
25875,351
55841,351
165100,351
114792,1019
114792,351
65244,351
54707,351
83595,351
200172,351
260429,351
167359,351
257629,351
135656,351
64927,351
29767,351
51550,84126
51550,351
55138,351
26070,351
445347,351
10686,351
554207,351
79149,351
79175,351
401068,351
132851,351
23119,23119
23119,351
146225,351
137994,351
117245,351
8233,351
440556,351
254896,351
442523,351
80111,351
283748,351
221711,351
8823,351
353513,351
3600,7187
3600,6777
3600,30834
3600,351
79629,351
79698,351
84290,351
203286,351
134637,351
51473,351
160777,351
80763,351
146705,351
1339,25913
1339,6182
1339,90203
1339,351
160492,351
257415,351
414918,351
57035,351
7549,351
51318,351
554236,351
6903,351
89882,351
127396,351
51218,9817
51218,351
541472,351
64799,351
55510,351
57704,351
2117,351
79074,283742
79074,1653
79074,51493
79074,51637
79074,351
57182,351
5149,351
9201,351
83478,351
64097,351
91894,351
84777,351
27079,7358
27079,6904
27079,11267
27079,4199
27079,54585
27079,80755
27079,351
26692,351
51265,8458
51265,6625
51265,26088
51265,351
79762,351
26017,57703
26017,57703
26017,351
55144,351
55617,100310785
55617,351
54440,351
200765,351
152877,351
6953,351
64981,351
112812,351
404220,351
24142,351
54897,351
339512,351
285172,351
79969,351
10744,351
84934,351
91574,1017
91574,351
257169,351
151649,351
220004,5501
220004,351
158511,351
118813,351
143884,351
51372,351
127795,351
374403,351
100505540,351
222171,351
128061,351
51123,351
254268,351
348825,351
342527,351
21406,56676
21413,56676
55861,1454
55861,1453
25033,10419
21402,7321
2357,60
309159,4137
171041,4137
64823,6622
81650,4792
81650,6622
79113,6622
146310,351
146310,7316
146310,53323
146310,7322
146310,7316
271457,6622
19339,6622
820757,4155
840989,4155
840379,4155
835809,4155
843609,4155
832846,4155
843516,4155
832564,4155
817569,4155
844302,4155
836740,4155
819731,4155
830009,4155
820986,4155
829315,4155
830564,4155
828957,4155
828714,4155
830941,4155
820909,4155
817045,4155
819801,4155
838383,4155
835395,4155
12028,3301
12028,11315
12028,3312
12028,3308
856061,7428
835411,7341
824956,7341
90865,8349
90865,8337
1497087,7341
6822,81542
1143,56085
1136,56085
1136,56085
55268,51691
55268,351
1485,9947
25097,6622
93474,6839
93474,4188
84166,64135
84166,23586
84166,1147
84166,3551
83657,351
7551,7988
7551,7551
7551,7551
7551,7988
7551,3399
7551,2274
654364,4831
654364,4833
55340,351
55303,351
4632,10054
4632,57122
4632,4735
4632,351
387357,55170
347273,351
199777,3399
151613,79576
151613,8220
151613,118924
151613,3550
151613,79753
151613,22938
151613,23524
151613,9584
151613,10523
151613,10992
135138,351
135138,7415
135138,3301
135138,10273
135138,5071
135138,10694
135138,10576
135138,6950
135138,3308
135138,3320
135138,203068
135138,7846
135138,10576
135138,10574
135138,908
135138,6950
135138,84525
135138,22948
135138,10575
135138,7203
135138,3320
124411,351
122651,351
852881,7322
856208,7321
67845,7324
67845,7323
67845,7322
67845,7328
854102,7321
854102,7328
400961,7316
400961,26986
400961,26986
400961,26986
5645,1446
29214,10013
853587,7323
26051,7048
26051,7046
338567,7048
338567,7046
89846,7316
51390,25898
51390,25898
51390,25898
51390,25898
1446396,9730
5654,3614
5654,331
5654,331
1411,1411
281722,1410
281722,1409
281722,3315
26408,4155
375757,5888
375757,119392
375757,119392
3077429,1642
3077429,9730
3077429,7874
3077429,79711
3077429,8473
3077429,7874
3077429,9733
3077429,79016
3077429,1642
3077429,9730
284451,1956
64006,27033
1446401,6921
1446401,865
1446401,8726
1446401,5058
517,51567
2703439,10513
2703439,10513
200185,351
200185,1650
200185,25992
2703417,2185
2703417,64750
2703417,10628
2703417,7307
2703417,100129885
2703417,50717
2703417,9921
22848,351
2703357,7251
2703357,7316
2703357,4738
2703357,7316
51542,55275
26226,6500
100128327,58485
100128327,6399
100128327,51693
100128327,122553
100128327,79090
100128327,126003
100128327,51112
100128327,60684
100128327,7109
100128327,83696
100128327,22878
100128327,51399
7109,7109
114815,6272
8287993,9695
79098,9456
283807,88
283807,2318
283807,88
283807,8454
283807,6500
283807,2318
283807,88
283807,6500
281719,1014
1014,2538
1014,1410
126282,351
81606,5629
81606,1410
81606,1410
81606,1410
81606,1410
179554,7415
56978,378884
4810,6184
56488,5901
291981,5901
493861,163126
493861,493861
493861,3065
493861,197370
493861,4100
493861,79677
493861,197370
75829,2146
9363,10567
9363,3198
9363,55054
4360,7316
124359,10419
8618918,4155
17196,2533
17196,5296
17196,5194
17196,8027
17196,6453
17196,4355
17196,8874
17196,7984
17196,695
17196,7410
17196,640
17196,27
17196,5921
17196,4703
17196,4690
17196,7409
17196,3059
17196,3055
17196,3932
17196,2534
17196,6714
17196,3702
17196,25
17196,2017
17196,5251
17196,1742
17196,7525
1421,1421
1421,1409
1421,1410
1421,1410
1421,1410
856924,23235
855934,8021
71732,26276
71732,63894
228545,26276
228545,63894
80743,26276
80743,63894
127579,10956
114716,4077
200030,25776
200030,25776
259249,54331
259249,2782
259249,2771
259249,2776
281849,26088
282320,26088
16177,3654
57595,351
79656,351
85451,9559
85451,9406
85451,8239
85451,9296
85451,10413
85451,84936
85451,526
28951,8945
28951,351
203260,3838
203260,351
11067,373
11007,10445
55093,5805
55093,3251
55093,10567
55093,4830
55093,51171
55093,3728
55093,9319
51700,2867
2553,7528
2553,23429
2553,10138
2553,23429
2553,2551
79048,351
116071,84281
116071,5970
116071,3726
116071,2648
116071,9191
116071,3107
116071,1649
116071,1054
116071,1050
116071,3725
116071,3726
116071,468
116071,23764
116071,9802
115572,9802
139105,351
84766,3198
83755,3198
54715,23543
54715,9444
54715,6310
54715,1822
54715,84528
54715,9253
54715,9491
54715,11189
54715,10318
54715,23543
54715,221662
54715,9444
54715,57060
54715,9500
54715,100506164
54715,25801
54715,26155
54715,7916
54715,6311
54715,6310
54715,1822
54715,84528
54715,9253
54715,84445
54715,22920
54715,3185
54715,1856
54715,63948
54715,9491
84970,3198
80125,4591
80125,4188
80125,84528
80125,10656
80125,351
21848,51592
21848,10155
21848,7556
21848,2099
338382,5908
338382,351
338382,27246
55584,362161
362161,55584
362161,55584
25297,5080
25297,5080
93107,3745
93107,9312
12021,672
12704,7267
50664,7704
50664,7704
50664,7704
55814,23099
55814,23099
297176,9184
297176,4085
297176,991
297176,9587
297176,8379
9312,93107
9312,170850
9312,9312
9312,3745
27012,3745
27012,9312
92312,26986
282323,2079
282323,142
282323,80196
282323,5573
282323,5577
282323,284485
281201,1780
3744,51371
3744,51371
339967,7709
339967,7709
12450,5518
12450,5515
12450,5515
12450,5525
12450,5525
14199,6015
14199,5949
14199,8535
14199,8535
14199,8535
51224,6921
51224,6923
29619,9759
29619,3065
23704,7257
23704,23363
23704,2316
23704,30819
23704,3751
114711,7704
114711,57670
114711,1400
114711,7704
20595,6606
548593,2885
548593,80198
548593,2072
548593,84464
548593,84464
548593,146956
548593,80198
548593,2067
548593,2072
548593,84464
23924,10300
283518,283518
283518,283518
344558,5879
344558,998
344558,5879
344558,7316
21937,10116
21937,8717
21937,8717
57626,315707
57626,84027
57626,773
27279,7188
27279,7187
27279,7186
27279,7185
283106,5371
283106,5371
24811,2923
24811,811
24811,3106
24811,3106
24811,3105
57124,3959
150084,8650
150084,84708
342931,342931
342931,342931
334932,7157
4938,6156
4938,114049
4938,55170
4938,951475
3077471,7189
3077471,373
21938,7186
21938,7185
21938,329
21938,7186
21938,7185
3061,408
3061,409
445341,9020
445341,9020
3783728,4791
3783728,7186
90135,1616
3077563,140735
3077563,8655
3077563,10771
3077563,6218
3077563,1460
3077563,1457
3077563,3839
3077563,3309
574288,8878
574288,7846
574288,3308
574288,10211
574288,7316
574288,3308
574288,3308
574288,53840
574288,117854
28991,4790
28991,5971
28991,5970
28991,150684
51122,351
51122,4791
51122,4790
51122,5971
51122,5970
51122,150684
91662,3308
91662,11124
444499,7157
17863,5300
422169,7157
92999,863
21940,7186
18508,8655
18508,81559
18508,9454
18508,5080
64412,4691
64412,4691
64412,4869
64412,4904
64412,4772
64412,4691
713,5970
713,60401
8563,91603
8563,9984
8563,51645
8563,27258
8563,55148
